filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0013.jpg,anopheles_freeborni_m_F1_image0013.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0013,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0148.jpg,aedes_aegypti_f_NEWORLEANS_image0148.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0148,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0060.jpg,aedes_aegypti_f_NEWORLEANS_image0060.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0060,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0026.jpg,anopheles_freeborni_m_F1_image0026.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0026,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0060.jpg,anopheles_arabiensis_f_DONGOLA_image0060.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0060,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0006.jpg,anopheles_atroparvus_f_EBRO_image0006.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0006,False,3,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0048.jpg,anopheles_coluzzi_f_MOPTI_image0048.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0048,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0026.jpg,anopheles_coluzzi_f_MOPTI_image0026.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0026,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0007.jpg,anopheles_atroparvus_f_EBRO_image0007.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0007,False,3,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0034.jpg,anopheles_arabiensis_f_DONGOLA_image0034.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0034,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0045.jpg,anopheles_freeborni_m_F1_image0045.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0045,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0046.jpg,aedes_aegypti_m_NEWORLEANS_image0046.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0046,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0014.jpg,aedes_aegypti_f_NEWORLEANS_image0014.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0014,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0014.jpg,anopheles_arabiensis_m_DONGOLA_image0014.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0014,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0031.jpg,aedes_aegypti_m_NEWORLEANS_image0031.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0031,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0034.jpg,aedes_aegypti_m_NEWORLEANS_image0034.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0034,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0045.jpg,anopheles_arabiensis_m_DONGOLA_image0045.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0045,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0028.jpg,anopheles_arabiensis_f_DONGOLA_image0028.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0028,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0096.jpg,anopheles_arabiensis_f_DONGOLA_image0096.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0096,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0022.jpg,anopheles_coluzzi_f_MOPTI_image0022.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0022,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0055.jpg,aedes_aegypti_m_NEWORLEANS_image0055.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0055,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0018.jpg,anopheles_albimanus_f_STECLA_image0018.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0018,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0125.jpg,aedes_aegypti_f_NEWORLEANS_image0125.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0125,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0079.jpg,anopheles_arabiensis_f_DONGOLA_image0079.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0079,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0014.jpg,anopheles_freeborni_f_F1_image0014.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0014,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0059.jpg,anopheles_arabiensis_f_DONGOLA_image0059.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0059,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0031.jpg,aedes_aegypti_f_NEWORLEANS_image0031.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0031,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0040.jpg,anopheles_arabiensis_f_DONGOLA_image0040.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0040,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0029.jpg,anopheles_farauti_m_FAR1_image0029.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0029,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0009.jpg,anopheles_albimanus_f_STECLA_image0009.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0009,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0073.jpg,aedes_aegypti_f_NEWORLEANS_image0073.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0073,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0041.jpg,aedes_aegypti_f_NEWORLEANS_image0041.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0041,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0045.jpg,anopheles_arabiensis_f_DONGOLA_image0045.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0045,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0119.jpg,anopheles_arabiensis_f_DONGOLA_image0119.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0119,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0021.jpg,anopheles_arabiensis_m_DONGOLA_image0021.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0021,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0044.jpg,anopheles_arabiensis_m_DONGOLA_image0044.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0044,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0041.jpg,aedes_aegypti_m_NEWORLEANS_image0041.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0041,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0018.jpg,anopheles_farauti_m_FAR1_image0018.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0018,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0047.jpg,anopheles_freeborni_m_F1_image0047.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0047,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0069.jpg,aedes_aegypti_f_NEWORLEANS_image0069.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0069,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0032.jpg,anopheles_freeborni_f_F1_image0032.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0032,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0035.jpg,anopheles_freeborni_f_F1_image0035.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0035,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0002.jpg,aedes_aegypti_m_NEWORLEANS_image0002.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0002,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0025.jpg,aedes_aegypti_f_NEWORLEANS_image0025.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0025,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0064.jpg,anopheles_arabiensis_f_DONGOLA_image0064.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0064,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0067.jpg,anopheles_arabiensis_f_DONGOLA_image0067.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0067,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0022.jpg,anopheles_freeborni_f_F1_image0022.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0022,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0022.jpg,anopheles_albimanus_f_STECLA_image0022.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0022,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0005.jpg,aedes_aegypti_m_NEWORLEANS_image0005.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0005,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0104.jpg,aedes_aegypti_f_NEWORLEANS_image0104.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0104,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0010.jpg,anopheles_coluzzi_m_MOPTI_image0010.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0010,False,4,1,-1,test
